DatasetID,year1,author1,DATA (B) 0.1,ERR-1 (PER-CENT) 0.955,ERR-2 (PER-CENT) 0.955,ERR-DIG (B) 0.955,EN (EV) 1.1,EN-ERR-DIG (EV) 1.955,zaTarg1,Targ1,Proj,Emission,Prod,MF,MT,ReacType,Quant1,nx,indVars,Reacode
D6089002,1967,K.K.Sekharan+,0.063078,12,2,5.0e-4,3.2469e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.068702,12,2,5.0e-4,3.2631e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.071093,12,2,5.0e-4,3.2713e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.080507,12,2,5.0e-4,3.2787e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.084162,12,2,5.0e-4,3.2867e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.089925,12,2,5.0e-4,3.2973e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.098498,12,2,5.0e-4,3.3105e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.10131,12,2,5.0e-4,3.313e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.1044,12,2,5.0e-4,3.3295e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.094854,12,2,5.0e-4,3.3418e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.093168,12,2,5.0e-4,3.342e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.085024,12,2,5.0e-4,3.3569e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.076036,12,2,5.0e-4,3.3663e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.072666,12,2,5.0e-4,3.3723e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.069438,12,2,5.0e-4,3.3839e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.073936,12,2,5.0e-4,3.3947e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.084055,12,2,5.0e-4,3.4105e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.088693,12,2,5.0e-4,3.4156e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.092068,12,2,5.0e-4,3.4293e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.074649,12,2,5.0e-4,3.434e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.059337,12,2,5.0e-4,3.4357e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.047679,12,2,5.0e-4,3.4454e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.037425,12,2,5.0e-4,3.4493e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.031245,12,2,5.0e-4,3.4528e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.024083,12,2,5.0e-4,3.462e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.022399,12,2,5.0e-4,3.4678e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.017766,12,2,5.0e-4,3.4796e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.014537,12,2,5.0e-4,3.4884e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.012573,12,2,5.0e-4,3.497e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.01117,12,2,5.0e-4,3.5056e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0093462,12,2,5.0e-4,3.5142e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0073841,12,2,5.0e-4,3.5313e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0064031,12,2,5.0e-4,3.5399e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0051426,12,2,5.0e-4,3.5541e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0036027,12,2,5.0e-4,3.5739e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0026248,12,2,5.0e-4,3.5937e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.001646,12,2,5.0e-4,3.6107e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0024935,12,2,5.0e-4,3.6275e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0038991,12,2,5.0e-4,3.6301e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0057299,12,2,5.0e-4,3.6468e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0032097,12,2,5.0e-4,3.678e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0047581,12,2,5.0e-4,3.6891e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0098169,12,2,5.0e-4,3.6941e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.022044,12,2,5.0e-4,3.7125e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.016849,12,2,5.0e-4,3.7215e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0098277,12,2,5.0e-4,3.7335e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0053331,12,2,5.0e-4,3.7368e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.001131,12,2,5.0e-4,3.7823e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,2.5454e-5,12,2,5.0e-4,3.8527e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,1.769e-4,12,2,5.0e-4,3.8892e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0010275,12,2,5.0e-4,3.9172e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,4.7324e-4,12,2,5.0e-4,3.9454e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,6.2218e-4,12,2,5.0e-4,3.9763e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0013315,12,2,5.0e-4,4.0016e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.003025,12,2,5.0e-4,4.0295e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0042985,12,2,5.0e-4,4.0631e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.010345,12,2,5.0e-4,4.0821e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.015829,12,2,5.0e-4,4.104e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.013444,12,2,5.0e-4,4.1155e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.010778,12,2,5.0e-4,4.1271e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0081099,12,2,5.0e-4,4.1302e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0054462,12,2,5.0e-4,4.1501e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0043293,12,2,5.0e-4,4.1756e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0037751,12,2,5.0e-4,4.2037e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0036415,12,2,5.0e-4,4.2291e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0036492,12,2,5.0e-4,4.2572e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0036569,12,2,5.0e-4,4.2853e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0045075,12,2,5.0e-4,4.3133e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0060581,12,2,5.0e-4,4.3328e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0070453,12,2,5.0e-4,4.3468e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0092945,12,2,5.0e-4,4.3522e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.011543,12,2,5.0e-4,4.3547e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.017866,12,2,5.0e-4,4.3597e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.028544,12,2,5.0e-4,4.3641e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.048356,12,2,5.0e-4,4.3788e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.06873,12,2,5.0e-4,4.3906e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.075335,12,2,5.0e-4,4.4012e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.06017,12,2,5.0e-4,4.4281e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.051461,12,2,5.0e-4,4.4291e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.044157,12,2,5.0e-4,4.4327e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.027581,12,2,5.0e-4,4.4373e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.018029,12,2,5.0e-4,4.4412e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.013676,12,2,5.0e-4,4.4501e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.010309,12,2,5.0e-4,4.4673e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0076434,12,2,5.0e-4,4.4789e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0063806,12,2,5.0e-4,4.4846e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0052591,12,2,5.0e-4,4.4932e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0035764,12,2,5.0e-4,4.5046e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0030214,12,2,5.0e-4,4.53e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.0057005,12,2,5.0e-4,4.5663e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.013711,12,2,5.0e-4,4.5766e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.062323,12,2,5.0e-4,4.5938e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.066399,12,2,5.0e-4,4.599e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.052778,12,2,5.0e-4,4.623e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.037467,12,2,5.0e-4,4.6274e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.025948,12,2,5.0e-4,4.6315e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.018785,12,2,5.0e-4,4.6379e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.016821,12,2,5.0e-4,4.6466e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.014158,12,2,5.0e-4,4.6694e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.015708,12,2,5.0e-4,4.6861e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.017396,12,2,5.0e-4,4.6971e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.019367,12,2,5.0e-4,4.711e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.021197,12,2,5.0e-4,4.7248e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.021905,12,2,5.0e-4,4.7444e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.021633,12,2,5.0e-4,4.7782e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.021639,12,2,5.0e-4,4.8007e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.021229,12,2,5.0e-4,4.8401e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.02039,12,2,5.0e-4,4.8571e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.018568,12,2,5.0e-4,4.8713e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.018156,12,2,5.0e-4,4.9051e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.026033,12,2,5.0e-4,4.9436e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.031653,12,2,5.0e-4,4.9458e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.038118,12,2,5.0e-4,4.9535e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.045707,12,2,5.0e-4,4.964e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.062146,12,2,5.0e-4,4.9734e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.073669,12,2,5.0e-4,4.9862e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.089688,12,2,5.0e-4,5.0013e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.11189,12,2,5.0e-4,5.027e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.10614,12,2,5.0e-4,5.0417e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.092513,12,2,5.0e-4,5.0544e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.082119,12,2,5.0e-4,5.0612e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.07833,12,2,5.0e-4,5.0757e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.079739,12,2,5.0e-4,5.0924e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.082551,12,2,5.0e-4,5.1005e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.085082,12,2,5.0e-4,5.1087e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.088175,12,2,5.0e-4,5.1168e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.094501,12,2,5.0e-4,5.1329e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.098858,12,2,5.0e-4,5.1409e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.10448,12,2,5.0e-4,5.1543e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.10912,12,2,5.0e-4,5.1623e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.11774,12,2,5.0e-4,5.1701e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.12187,12,2,5.0e-4,5.1732e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.12392,12,2,5.0e-4,5.1778e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.1287,12,2,5.0e-4,5.1858e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.13734,12,2,5.0e-4,5.2061e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
